student_id,student_name,age,email,gpa,Difficulty_level,recommended_courses,Course_Subject,College_Name_CIT,College_Name_Crescent,College_Name_Meenakshi,College_Name_Rajalakshmi,College_Name_SIET,College_Name_SRM,course_popularity
17,Tess Frangione,0.6666666666666661,tfrangioneg@arstechnica.com,0.2666666666666666,1,Big Data Analytics,Cloud Computing,False,False,False,True,False,False,138
18,Wyatan Lodden,0.6666666666666661,wloddenh@163.com,0.7333333333333333,2,SQL,Data Science,False,True,False,False,False,False,130
19,Ricard Munday,1.0,rmundayi@psu.edu,0.08333333333333337,2,Big Data Analytics,Web Development,False,False,False,False,True,False,138
20,Cassie Azam,0.33333333333333304,cazamj@wikimedia.org,0.7499999999999999,2,Machine Learning,Web Development,False,False,False,False,False,True,126
21,Lionel Uttermare,0.0,luttermarek@weather.com,0.2666666666666666,1,Front end Development,Cloud Computing,False,True,False,False,False,False,126
22,Stuart Tramel,0.0,stramell@nydailynews.com,0.7833333333333331,1,Front end Development,Data Science,False,False,False,True,False,False,126
23,Shaine Grayshon,1.0,sgrayshonm@wunderground.com,0.4833333333333333,0,Front end Development,Cloud Computing,False,False,True,False,False,False,126
24,Clark Blonden,0.33333333333333304,cblondenn@tuttocitta.it,0.5833333333333334,1,SQL,Data Science,True,False,False,False,False,False,130
25,Lorita Semeniuk,0.0,lsemeniuko@i2i.jp,0.4666666666666667,1,Backend Development,Cloud Computing,False,False,False,False,False,True,117
26,Ursulina Warricker,0.33333333333333304,uwarrickerp@ameblo.jp,0.5499999999999999,1,Deep Learning,Web Development,False,False,False,False,False,True,101
27,Gaylord Alberti,0.6666666666666661,galbertiq@archive.org,0.20000000000000007,1,Machine Learning,Web Development,False,False,True,False,False,False,126
28,Missie Pittoli,1.0,mpittolir@chron.com,0.16666666666666663,2,AWS,Web Development,True,False,False,False,False,False,136
29,Natty Heyworth,1.0,nheyworths@fda.gov,0.33333333333333337,1,Backend Development,Cloud Computing,False,False,False,True,False,False,117
30,Yasmin Cavell,0.0,ycavellt@hibu.com,0.25,1,Front end Development,Cloud Computing,False,False,False,False,False,True,126
31,Bryn Physick,1.0,bphysicku@unc.edu,0.6166666666666666,1,Backend Development,Data Science,False,False,True,False,False,False,117
32,Tabby Linkin,0.6666666666666661,tlinkinv@pcworld.com,0.1333333333333333,2,Backend Development,Data Science,False,False,False,False,False,True,117
34,Brittani Pratton,1.0,bprattonx@booking.com,0.25,1,Machine Learning,Cloud Computing,False,False,False,False,True,False,126
35,Tracee Hewell,0.0,thewelly@abc.net.au,0.8333333333333334,1,Machine Learning,Cloud Computing,False,False,False,True,False,False,126
36,Aguie Godspeede,0.0,agodspeedez@sohu.com,0.6666666666666666,1,Deep Learning,Web Development,False,False,False,False,False,True,101
37,Rosamund Tonkes,0.33333333333333304,rtonkes10@netlog.com,0.6166666666666666,1,Big Data Analytics,Data Science,True,False,False,False,False,False,138
38,Noel Gheorghie,0.6666666666666661,ngheorghie11@google.com.au,0.85,1,SQL,Web Development,False,False,False,True,False,False,130
39,Mitchel Pantone,1.0,mpantone12@cisco.com,0.5333333333333333,2,Backend Development,Cloud Computing,False,False,False,False,True,False,117
40,Marilyn Mothersdale,0.6666666666666661,mmothersdale13@google.com.br,0.4,1,Big Data Analytics,Data Science,False,False,False,True,False,False,138
41,Emmey Lukash,1.0,elukash14@tmall.com,0.06666666666666676,0,Deep Learning,Cloud Computing,False,True,False,False,False,False,101
42,Cordelia Gerring,0.0,cgerring15@nature.com,0.9999999999999999,2,SQL,Data Science,False,True,False,False,False,False,130
43,Raddy Ondrak,1.0,rondrak16@desdev.cn,0.31666666666666676,1,Big Data Analytics,Cloud Computing,False,False,False,False,False,True,138
45,Ray Caltun,1.0,rcaltun18@springer.com,0.25,1,AWS,Data Science,False,False,False,True,False,False,136
46,Dulcinea Day,1.0,dday19@google.ru,0.7333333333333333,2,Big Data Analytics,Cloud Computing,False,False,False,False,False,True,138
47,Loutitia Vanlint,0.6666666666666661,lvanlint1a@census.gov,0.4999999999999999,1,Front end Development,Data Science,False,False,False,False,False,True,126
48,Sauncho Counihan,1.0,scounihan1b@smugmug.com,0.7333333333333333,1,Deep Learning,Cloud Computing,False,False,True,False,False,False,101
50,Suzann Plowman,1.0,splowman1d@skyrock.com,0.9666666666666667,0,Backend Development,Cloud Computing,False,False,True,False,False,False,117
51,Pat Ogan,0.33333333333333304,pogan1e@webnode.com,0.04999999999999993,0,Machine Learning,Data Science,False,False,True,False,False,False,126
52,Minor Huff,0.0,mhuff1f@nba.com,0.9499999999999998,2,Backend Development,Cloud Computing,False,True,False,False,False,False,117
54,Arlinda Pizzey,0.0,apizzey1h@imageshack.us,0.65,1,SQL,Cloud Computing,True,False,False,False,False,False,130
55,Wang Spileman,0.33333333333333304,wspileman1i@yellowpages.com,0.09999999999999998,2,Backend Development,Cloud Computing,False,False,True,False,False,False,117
56,Randie Kettle,0.33333333333333304,rkettle1j@hatena.ne.jp,0.8833333333333334,1,Deep Learning,Data Science,False,False,False,True,False,False,101
57,Adams Segge,0.33333333333333304,asegge1k@storify.com,0.9833333333333333,1,Big Data Analytics,Web Development,True,False,False,False,False,False,138
58,Vernice Reisenstein,0.0,vreisenstein1l@pbs.org,0.6166666666666666,1,AWS,Data Science,False,False,False,False,True,False,136
59,Arty Boxer,1.0,aboxer1m@google.com.hk,0.3833333333333332,2,AWS,Cloud Computing,True,False,False,False,False,False,136
60,Baxter Lathe,1.0,blathe1n@myspace.com,0.4666666666666667,0,SQL,Web Development,False,False,False,True,False,False,130
61,Devondra Terris,1.0,dterris1o@imdb.com,0.18333333333333324,1,Front end Development,Data Science,False,False,False,False,False,True,126
62,Beatrix Eagle,0.33333333333333304,beagle1p@flavors.me,0.8666666666666666,1,Big Data Analytics,Cloud Computing,False,False,False,True,False,False,138
63,Obed Steddall,0.6666666666666661,osteddall1q@ucla.edu,0.6666666666666666,0,Backend Development,Cloud Computing,False,True,False,False,False,False,117
64,Hanan Gilyatt,1.0,hgilyatt1r@toplist.cz,0.1333333333333333,2,SQL,Web Development,True,False,False,False,False,False,130
65,Henriette Swales,1.0,hswales1s@admin.ch,0.29999999999999993,1,Front end Development,Data Science,False,False,False,True,False,False,126
66,Mikel Instock,0.0,minstock1t@youtu.be,0.5666666666666668,2,Machine Learning,Web Development,True,False,False,False,False,False,126
67,Emalee Knox,1.0,eknox1u@boston.com,0.7499999999999999,1,AWS,Cloud Computing,False,False,False,False,False,True,136
68,Catriona Ludee,0.33333333333333304,cludee1v@miibeian.gov.cn,0.45000000000000007,1,Big Data Analytics,Data Science,False,True,False,False,False,False,138
69,Boris LAbbet,1.0,blabbet1w@yellowpages.com,0.8000000000000002,1,Deep Learning,Cloud Computing,False,False,False,False,True,False,101
70,Phil McKitterick,0.6666666666666661,pmckitterick1x@drupal.org,0.7333333333333333,1,Machine Learning,Data Science,False,False,False,False,False,True,126
72,Gian Crippen,0.0,gcrippen1z@google.ru,0.3666666666666666,2,SQL,Cloud Computing,False,False,False,False,True,False,130
73,Sarene Erik,0.33333333333333304,serik20@cpanel.net,0.8833333333333334,1,SQL,Web Development,False,False,True,False,False,False,130
74,Marylou Chastaing,0.0,mchastaing21@home.pl,0.8833333333333334,0,Backend Development,Data Science,False,False,False,False,False,True,117
76,Rebekkah Jubert,1.0,rjubert23@wsj.com,0.4,1,SQL,Cloud Computing,False,False,False,False,True,False,130
77,Monica Gailor,0.6666666666666661,mgailor24@illinois.edu,0.4833333333333333,0,AWS,Cloud Computing,False,False,True,False,False,False,136
78,Megen McIlvenna,0.6666666666666661,mmcilvenna25@over-blog.com,0.033333333333333326,1,AWS,Data Science,False,True,False,False,False,False,136
80,Mariel Draye,0.33333333333333304,mdraye27@trellian.com,0.8833333333333334,1,Front end Development,Cloud Computing,False,False,True,False,False,False,126
81,Baudoin Welsh,0.33333333333333304,bwelsh28@salon.com,0.9333333333333332,1,Machine Learning,Data Science,False,False,False,False,False,True,126
82,Fancie Lepard,0.0,flepard29@parallels.com,0.04999999999999993,1,AWS,Web Development,True,False,False,False,False,False,136
84,Margie Roscher,1.0,mroscher2b@google.cn,0.0,2,Big Data Analytics,Web Development,False,False,False,False,True,False,138
85,Broderick Kemmey,0.33333333333333304,bkemmey2c@weather.com,0.2333333333333334,0,Machine Learning,Data Science,False,False,False,False,False,True,126
87,Malinda Romain,0.6666666666666661,mromain2e@ucla.edu,0.7333333333333333,2,Big Data Analytics,Cloud Computing,False,False,False,False,True,False,138
88,Allissa Prandin,0.33333333333333304,aprandin2f@skype.com,0.20000000000000007,1,SQL,Web Development,False,True,False,False,False,False,130
90,Tory Stodd,0.6666666666666661,tstodd2h@is.gd,0.85,1,Front end Development,Data Science,False,False,False,False,False,True,126
91,Ulrich Pideon,1.0,upideon2i@si.edu,0.41666666666666663,2,Machine Learning,Cloud Computing,False,False,False,False,False,True,126
92,Darby Janew,0.0,djanew2j@dot.gov,0.7166666666666667,0,Big Data Analytics,Data Science,False,False,False,False,False,True,138
93,Tiffi Riediger,0.0,triediger2k@etsy.com,0.85,0,Machine Learning,Data Science,False,True,False,False,False,False,126
94,Gilbertine O'Gorman,0.33333333333333304,gogorman2l@fotki.com,0.65,1,AWS,Cloud Computing,False,False,True,False,False,False,136
95,Ilise Freer,0.0,ifreer2m@craigslist.org,0.5833333333333334,0,Backend Development,Web Development,False,False,False,False,True,False,117
96,Cherry Dallywater,0.6666666666666661,cdallywater2n@diigo.com,0.41666666666666663,1,Backend Development,Data Science,False,False,True,False,False,False,117
97,Marje Dorin,0.0,mdorin2o@goo.gl,0.5833333333333334,2,Backend Development,Cloud Computing,False,False,False,False,True,False,117
98,Ruthann Cunnah,0.33333333333333304,rcunnah2p@quantcast.com,0.45000000000000007,1,Big Data Analytics,Web Development,True,False,False,False,False,False,138
99,Pall Poulney,0.0,ppoulney2q@mail.ru,0.7333333333333333,1,Backend Development,Data Science,False,False,True,False,False,False,117
100,Merla Paxton,0.33333333333333304,mpaxton2r@php.net,0.4,2,Backend Development,Web Development,False,False,False,False,False,True,117
101,Rea Caroline,1.0,rcaroline2s@youtube.com,0.8000000000000002,1,Machine Learning,Cloud Computing,False,False,False,False,False,True,126
102,Brock Larsen,0.33333333333333304,blarsen2t@skype.com,0.09999999999999998,2,Backend Development,Cloud Computing,False,False,False,False,False,True,117
103,Adelaida Lacelett,0.0,alacelett2u@eepurl.com,0.8666666666666666,1,AWS,Web Development,False,False,False,True,False,False,136
104,Agosto Batterton,0.33333333333333304,abatterton2v@wired.com,0.8833333333333334,1,Deep Learning,Data Science,False,False,False,False,False,True,101
105,Abie Winchcombe,0.0,awinchcombe2w@shareasale.com,0.06666666666666676,1,AWS,Data Science,False,True,False,False,False,False,136
106,Arty Berrow,1.0,aberrow2x@cbsnews.com,0.1333333333333333,1,Big Data Analytics,Data Science,True,False,False,False,False,False,138
107,Frankie Allsep,0.33333333333333304,fallsep2y@intel.com,0.3666666666666666,1,Machine Learning,Data Science,False,False,True,False,False,False,126
108,Dionis Scammell,0.0,dscammell2z@taobao.com,0.0,1,Front end Development,Data Science,False,False,False,True,False,False,126
109,Ewart Smedmore,0.0,esmedmore30@spiegel.de,0.9,2,Backend Development,Cloud Computing,True,False,False,False,False,False,117
110,Ingmar Melior,0.33333333333333304,imelior31@trellian.com,0.43333333333333324,0,Machine Learning,Web Development,False,False,False,False,False,True,126
112,Ekaterina Caruth,1.0,ecaruth33@t.co,0.18333333333333324,1,Backend Development,Cloud Computing,False,False,True,False,False,False,117
113,Vassili Kraut,0.0,vkraut34@freewebs.com,0.5666666666666668,2,AWS,Cloud Computing,False,True,False,False,False,False,136
114,Lawton Parvin,0.33333333333333304,lparvin35@usgs.gov,0.1333333333333333,1,Machine Learning,Data Science,False,False,False,False,True,False,126
116,Adolpho Gregoratti,0.33333333333333304,agregoratti37@phpbb.com,0.5833333333333334,2,Machine Learning,Cloud Computing,False,False,False,False,False,True,126
118,Joscelin Petican,0.33333333333333304,jpetican39@blinklist.com,0.9,2,Big Data Analytics,Data Science,False,False,False,True,False,False,138
119,Berget Aristide,0.0,baristide3a@prweb.com,0.2333333333333334,1,Deep Learning,Web Development,False,False,False,False,False,True,101
120,Reamonn Elsie,0.6666666666666661,relsie3b@surveymonkey.com,0.31666666666666676,1,Backend Development,Cloud Computing,True,False,False,False,False,False,117
121,Parsifal Regglar,0.33333333333333304,pregglar3c@flickr.com,0.4,0,AWS,Web Development,False,False,False,False,True,False,136
122,Allistir Balstone,0.6666666666666661,abalstone3d@spotify.com,0.3666666666666666,1,Front end Development,Web Development,False,False,False,False,True,False,126
123,Georgina Quinnelly,0.0,gquinnelly3e@cbc.ca,0.41666666666666663,2,Big Data Analytics,Data Science,False,False,False,True,False,False,138
126,Benjamen Helstrom,1.0,bhelstrom3h@goo.ne.jp,0.1166666666666667,1,Big Data Analytics,Web Development,False,False,False,True,False,False,138
127,Edgardo Bennetto,0.33333333333333304,ebennetto3i@nih.gov,0.9666666666666667,2,Machine Learning,Web Development,False,False,False,False,False,True,126
128,Erminie Fuentes,1.0,efuentes3j@cyberchimps.com,0.85,2,Big Data Analytics,Data Science,True,False,False,False,False,False,138
129,Vally Sissons,0.6666666666666661,vsissons3k@wordpress.org,0.4999999999999999,2,SQL,Cloud Computing,False,False,True,False,False,False,130
130,Godfree Keggins,0.0,gkeggins3l@stumbleupon.com,0.1166666666666667,2,Front end Development,Web Development,False,False,False,True,False,False,126
131,Jasper Agerskow,1.0,jagerskow3m@pbs.org,0.1333333333333333,1,Backend Development,Web Development,False,False,False,False,False,True,117
133,Gay Pahl,0.33333333333333304,gpahl3o@ocn.ne.jp,0.20000000000000007,1,AWS,Web Development,False,True,False,False,False,False,136
135,Skipper Summergill,0.6666666666666661,ssummergill3q@bluehost.com,0.2833333333333333,2,AWS,Web Development,False,False,False,True,False,False,136
136,Breena Pauli,1.0,bpauli3r@reference.com,0.7666666666666665,0,Big Data Analytics,Data Science,False,False,True,False,False,False,138
137,Shelia Sedgmond,1.0,ssedgmond3s@upenn.edu,0.8000000000000002,2,Big Data Analytics,Web Development,False,False,False,False,False,True,138
138,Shellie Spiteri,0.6666666666666661,sspiteri3t@google.ru,0.43333333333333324,1,SQL,Web Development,True,False,False,False,False,False,130
140,Sibel Simonutti,0.0,ssimonutti3v@yolasite.com,0.7833333333333331,1,Big Data Analytics,Data Science,False,True,False,False,False,False,138
142,Alix McNeilly,1.0,amcneilly3x@purevolume.com,0.9499999999999998,0,AWS,Cloud Computing,True,False,False,False,False,False,136
143,Evey Sor,0.33333333333333304,esor3y@last.fm,0.8833333333333334,1,Big Data Analytics,Web Development,True,False,False,False,False,False,138
144,Gisela Thirtle,0.0,gthirtle3z@gov.uk,0.16666666666666663,1,Deep Learning,Web Development,False,False,False,False,True,False,101
145,Rosalynd Worts,0.33333333333333304,rworts40@sakura.ne.jp,0.8666666666666666,1,Big Data Analytics,Data Science,False,False,False,False,False,True,138
147,Job Barthelemy,0.33333333333333304,jbarthelemy42@who.int,0.09999999999999998,0,Big Data Analytics,Cloud Computing,False,False,False,True,False,False,138
149,Bill Skyrme,0.0,bskyrme44@icq.com,0.04999999999999993,1,AWS,Web Development,True,False,False,False,False,False,136
150,Maiga Barribal,0.33333333333333304,mbarribal45@statcounter.com,0.20000000000000007,1,Big Data Analytics,Data Science,False,False,False,False,False,True,138
151,Goldia Dixcee,1.0,gdixcee46@toplist.cz,0.21666666666666667,2,AWS,Data Science,False,False,True,False,False,False,136
152,Kelley Kearn,0.33333333333333304,kkearn47@blog.com,0.9333333333333332,1,Deep Learning,Web Development,False,False,False,False,True,False,101
153,Terri-jo Tolman,0.0,ttolman48@bbb.org,0.09999999999999998,2,Front end Development,Data Science,False,True,False,False,False,False,126
155,Keane Hirtzmann,0.33333333333333304,khirtzmann4a@ning.com,0.8833333333333334,0,SQL,Cloud Computing,True,False,False,False,False,False,130
157,Dominique Darnbrough,0.33333333333333304,ddarnbrough4c@google.co.jp,0.9333333333333332,2,Front end Development,Cloud Computing,False,True,False,False,False,False,126
158,Agosto Hanbidge,0.0,ahanbidge4d@omniture.com,0.45000000000000007,2,AWS,Web Development,False,False,False,False,True,False,136
159,Chan Serjeant,0.0,cserjeant4e@taobao.com,0.1333333333333333,2,Backend Development,Cloud Computing,True,False,False,False,False,False,117
160,Erny Sarten,1.0,esarten4f@elegantthemes.com,0.45000000000000007,1,AWS,Data Science,False,False,False,False,False,True,136
161,Jeffy Ingamells,0.0,jingamells4g@xrea.com,0.04999999999999993,2,Machine Learning,Data Science,False,False,False,False,False,True,126
162,Andreana Rubke,0.33333333333333304,arubke4h@goo.ne.jp,0.9333333333333332,2,Big Data Analytics,Cloud Computing,False,False,False,False,False,True,138
163,Delcine Eton,1.0,deton4i@spiegel.de,0.21666666666666667,2,Big Data Analytics,Web Development,False,False,True,False,False,False,138
164,Chrotoem Boucher,1.0,cboucher4j@hubpages.com,0.1166666666666667,1,Deep Learning,Web Development,False,False,False,False,True,False,101
165,Shawn O'Currigan,0.6666666666666661,socurrigan4k@earthlink.net,0.4833333333333333,1,SQL,Data Science,False,False,True,False,False,False,130
166,Maryann O'Kane,0.33333333333333304,mokane4l@jalbum.net,0.9833333333333333,1,AWS,Cloud Computing,False,False,False,False,True,False,136
167,Levy Banham,1.0,lbanham4m@github.com,0.5333333333333333,2,Big Data Analytics,Data Science,False,False,False,False,False,True,138
168,Glenna Mitchinson,0.6666666666666661,gmitchinson4n@archive.org,0.033333333333333326,1,Big Data Analytics,Web Development,False,False,False,False,True,False,138
169,Sybyl Drei,0.33333333333333304,sdrei4o@go.com,0.04999999999999993,2,Backend Development,Web Development,True,False,False,False,False,False,117
170,Abbe Ridde,0.6666666666666661,aridde4p@w3.org,0.20000000000000007,1,Deep Learning,Cloud Computing,False,False,False,False,False,True,101
171,Georgie Coale,0.6666666666666661,gcoale4q@statcounter.com,0.1166666666666667,0,AWS,Web Development,False,False,False,True,False,False,136
172,Lindsay Elsmore,0.0,lelsmore4r@hugedomains.com,0.7166666666666667,1,Backend Development,Cloud Computing,False,False,False,False,False,True,117
173,Erick Maudling,0.0,emaudling4s@prnewswire.com,0.5333333333333333,1,Front end Development,Web Development,True,False,False,False,False,False,126
174,Shoshanna Ormistone,0.6666666666666661,sormistone4t@whitehouse.gov,0.9833333333333333,1,Front end Development,Data Science,False,False,False,False,True,False,126
175,Jeremiah Lillie,0.33333333333333304,jlillie4u@google.com,0.016666666666666607,0,SQL,Web Development,False,True,False,False,False,False,130
176,Harmonia Oblein,1.0,hoblein4v@vimeo.com,0.9166666666666666,0,SQL,Cloud Computing,False,False,False,False,True,False,130
177,Gaby Lydall,0.6666666666666661,glydall4w@wunderground.com,0.31666666666666676,2,SQL,Data Science,False,False,False,False,True,False,130
178,Denys Tejero,0.6666666666666661,dtejero4x@china.com.cn,0.7333333333333333,0,AWS,Web Development,False,False,False,False,False,True,136
179,Kennith Cownden,1.0,kcownden4y@diigo.com,0.45000000000000007,1,SQL,Cloud Computing,True,False,False,False,False,False,130
180,Marlowe Ingleby,1.0,mingleby4z@instagram.com,0.5333333333333333,1,AWS,Web Development,False,False,False,False,True,False,136
181,Frasier Donkersley,0.33333333333333304,fdonkersley50@biblegateway.com,0.1166666666666667,2,Machine Learning,Cloud Computing,True,False,False,False,False,False,126
182,Cissiee Moutray Read,0.0,cmoutray51@utexas.edu,0.4833333333333333,2,AWS,Web Development,False,False,True,False,False,False,136
183,Susannah Morant,0.0,smorant52@eepurl.com,0.5166666666666665,2,SQL,Data Science,False,False,False,False,False,True,130
184,Sigrid Hindenburg,1.0,shindenburg53@opensource.org,0.5499999999999999,1,AWS,Cloud Computing,False,False,False,False,True,False,136
185,June Kinset,0.6666666666666661,jkinset54@yahoo.co.jp,0.2666666666666666,1,Big Data Analytics,Cloud Computing,False,False,False,False,True,False,138
186,Elton MacGee,0.6666666666666661,emacgee55@g.co,0.5833333333333334,1,Backend Development,Web Development,False,False,False,True,False,False,117
187,Fidel Layton,0.0,flayton56@hud.gov,0.2666666666666666,2,AWS,Data Science,False,False,True,False,False,False,136
190,Jemmie Mazzilli,0.0,jmazzilli59@360.cn,0.1166666666666667,2,Front end Development,Web Development,False,True,False,False,False,False,126
191,Dorey McConnulty,0.6666666666666661,dmcconnulty5a@oakley.com,0.5833333333333334,1,Backend Development,Web Development,True,False,False,False,False,False,117
192,Abbye Davidescu,0.0,adavidescu5b@canalblog.com,0.8000000000000002,2,SQL,Cloud Computing,False,True,False,False,False,False,130
193,Carlota Woodwind,0.0,cwoodwind5c@plala.or.jp,0.5666666666666668,2,SQL,Cloud Computing,True,False,False,False,False,False,130
194,Ewart Martynka,0.33333333333333304,emartynka5d@java.com,0.9,1,AWS,Web Development,False,False,False,False,False,True,136
195,Moyna Kobierra,0.33333333333333304,mkobierra5e@narod.ru,0.85,1,SQL,Data Science,False,False,False,False,True,False,130
196,Marcel Levee,0.6666666666666661,mlevee5f@jiathis.com,0.20000000000000007,1,AWS,Data Science,False,False,False,False,True,False,136
197,Livvy Castledine,1.0,lcastledine5g@addtoany.com,0.5833333333333334,1,AWS,Data Science,False,False,True,False,False,False,136
198,Lorain Neubigin,0.6666666666666661,lneubigin5h@bizjournals.com,0.15000000000000002,1,Front end Development,Cloud Computing,False,False,False,False,False,True,126
199,Augy Bendik,0.33333333333333304,abendik5i@china.com.cn,0.7166666666666667,2,Backend Development,Web Development,False,False,False,True,False,False,117
200,Homere Chalder,0.6666666666666661,hchalder5j@ftc.gov,0.04999999999999993,0,Front end Development,Web Development,False,True,False,False,False,False,126
201,Schuyler Parzizek,0.6666666666666661,sparzizek5k@fda.gov,0.08333333333333337,0,Machine Learning,Cloud Computing,True,False,False,False,False,False,126
202,Leisha Greenhill,1.0,lgreenhill5l@google.fr,0.9833333333333333,1,SQL,Data Science,False,False,True,False,False,False,130
204,Karlis Andriessen,0.6666666666666661,kandriessen5n@google.es,0.04999999999999993,1,Deep Learning,Data Science,False,False,False,False,False,True,101
205,Norine Dugall,0.0,ndugall5o@yahoo.com,0.033333333333333326,1,AWS,Data Science,False,False,False,False,False,True,136
206,Mischa Gumley,1.0,mgumley5p@aol.com,0.16666666666666663,0,Big Data Analytics,Cloud Computing,False,False,True,False,False,False,138
207,Bennie McManamon,1.0,bmcmanamon5q@toplist.cz,0.2833333333333333,1,SQL,Data Science,True,False,False,False,False,False,130
208,Thomasine Antoshin,0.0,tantoshin5r@odnoklassniki.ru,0.5333333333333333,1,Machine Learning,Web Development,False,True,False,False,False,False,126
209,Gavrielle Demke,0.0,gdemke5s@tumblr.com,0.5666666666666668,2,Big Data Analytics,Web Development,False,False,False,False,True,False,138
210,Nessie Sellars,0.33333333333333304,nsellars5t@domainmarket.com,0.16666666666666663,1,Front end Development,Web Development,True,False,False,False,False,False,126
211,Dore Polglase,0.33333333333333304,dpolglase5u@google.it,0.2666666666666666,2,Backend Development,Data Science,False,False,False,True,False,False,117
212,Hinda Forker,1.0,hforker5v@ucoz.com,0.04999999999999993,1,Big Data Analytics,Web Development,False,True,False,False,False,False,138
213,Ally Lohmeyer,0.6666666666666661,alohmeyer5w@hao123.com,0.7333333333333333,2,Front end Development,Cloud Computing,False,False,False,False,False,True,126
214,Brewster Stenhouse,0.33333333333333304,bstenhouse5x@wsj.com,0.15000000000000002,1,SQL,Data Science,False,True,False,False,False,False,130
215,Melodee Narramor,1.0,mnarramor5y@berkeley.edu,0.3833333333333332,1,Backend Development,Data Science,False,False,False,False,False,True,117
216,Terence Vedenisov,0.33333333333333304,tvedenisov5z@vinaora.com,0.9166666666666666,1,Front end Development,Cloud Computing,False,False,False,True,False,False,126
217,Prescott Siggens,0.6666666666666661,psiggens60@cdc.gov,0.33333333333333337,1,Machine Learning,Cloud Computing,False,True,False,False,False,False,126
218,Davy Benger,0.0,dbenger61@wiley.com,0.8000000000000002,1,Machine Learning,Web Development,False,False,False,False,True,False,126
219,Lindi Lippiatt,1.0,llippiatt62@wordpress.com,0.9,1,Front end Development,Web Development,False,False,False,False,True,False,126
220,Jeanette Kellogg,1.0,jkellogg63@mtv.com,0.8333333333333334,1,Big Data Analytics,Cloud Computing,False,False,False,False,False,True,138
221,Marni Ferri,0.0,mferri64@google.co.jp,0.8833333333333334,2,Front end Development,Data Science,False,False,False,True,False,False,126
222,Bernie Ricoald,0.6666666666666661,bricoald65@yahoo.com,0.9166666666666666,2,Deep Learning,Data Science,False,False,False,False,False,True,101
223,Olenka Wallbridge,0.0,owallbridge66@toplist.cz,0.8333333333333334,1,Machine Learning,Data Science,True,False,False,False,False,False,126
224,Gnni Pickford,1.0,gpickford67@sciencedaily.com,0.65,2,Big Data Analytics,Data Science,True,False,False,False,False,False,138
226,Christiano Weildish,0.33333333333333304,cweildish69@lulu.com,0.16666666666666663,0,AWS,Web Development,False,True,False,False,False,False,136
227,Casie Tawn,0.6666666666666661,ctawn6a@networksolutions.com,0.20000000000000007,1,Big Data Analytics,Web Development,True,False,False,False,False,False,138
229,Carrol Artrick,0.0,cartrick6c@craigslist.org,0.8833333333333334,1,Big Data Analytics,Data Science,False,False,False,False,True,False,138
231,Van Murcutt,0.33333333333333304,vmurcutt6e@lulu.com,0.6666666666666666,1,SQL,Cloud Computing,True,False,False,False,False,False,130
232,Ailyn Pedracci,1.0,apedracci6f@java.com,0.7833333333333331,1,AWS,Cloud Computing,False,False,True,False,False,False,136
233,Kain Aldrich,0.6666666666666661,kaldrich6g@vimeo.com,0.8166666666666668,1,Deep Learning,Data Science,False,False,False,False,True,False,101
234,Wenonah Thumnel,0.0,wthumnel6h@imdb.com,0.25,0,Deep Learning,Data Science,False,False,True,False,False,False,101
